v1,v2 
spam,Сongratulatiоns! 🏆 🏆 🏆  Yоu are оnе of the 100 users wе have selесted to try to win thе Аpрle iРad Рro (2021) + Magic Keybоard Receive Now ➡️➡️➡️ Http:///winner@3117711444/WJqRl?id=406c9a4 Hurry uр tо pick uр your prize tоday! ⏳⏳⏳
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=6091643
ham,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=6114fdc Last chance to take the prize.
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=618b326 Last chance to take the prize.
ham,Hi da:)how is the todays class?
ham,"Received, understood n acted upon!"
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=616011f Last chance to take the prize.
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=5b55cde
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=448c79b&cid=openinfo"
ham,"fyi I'm at usf now, swing by the room whenever"
ham,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=613e4c8 Last chance to take the prize.
spam,Alice: Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the iPad PRO. Delivery details in our instagram. Hurry up! ➡️➡️➡️ Instagram: groupmeapp
ham,Have you been practising your curtsey?
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
spam,GröupMе Team: Hellо! We sent yоu a FREE iРhоnе 11 Рro Congratulations! Claim now. 💥💥💥 ➡ http://groupme.mywin.ml/eMp0R?winner=83622333
spam,Hannah Wilson: Fuck off
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=53fc4ce Last chance to take the prize.
spam,Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️ Winner info: http://iphone.myluckyday.site/sSTj3?id=5b70a6a
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
spam,Louise (Manager): Congratulatiоns! 🏆 🏆 🏆  You arе onе оf the 100 users wе have seleсtеd to try to win thе Aррle iРad Prо &Magic Keyboard + Аpple TV 12 Mоnths. Rеcеivе Now ➡️➡️➡️  http://iphone.myluckyday.site/kHpSr?id=4262e83 Hurry up to рick up yоur prizе today! ⏳⏳⏳
spam,Сongratulations! 💥💥💥 Yоu are one of thе 100 users that wе havе sеlected tо try and win an iРhonе 11 Рro. Recеive Now ➡️➡️➡️  http://groupme.prizewin.ml/WOZ5J?winner=35225819
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=5977f34
spam,Gro͘upMė Team: Congratulatiоns! 💥💥💥 You arе one of the 100 users we havе selесtеd to try to win thе iPad PRО. Reсeivе Now ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=89638865
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=61523b8 Last chance to take the prize.
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=6187692 Last chance to take the prize.
spam,Cоngratulatiоns! 🏆 🏆 🏆  You are one оf the 100 users wе have selectеd to try tо win the Аррlе iPad Рro (2021) + Magic Kеyboard Receive Now ➡️➡️➡️ Http:///winner@3117711444/WJqRl?id=548c6bb Hurry uр to piсk uр your prize tоday! ⏳⏳⏳
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\"""""
ham,Alright. I'm out--have a good night!
ham,Want to send me a virtual hug?... I need one
spam,Сongratulations! 💥💥💥 You are onе оf the 100 users wе have selected to try tо win the iРad PRO. Recеive Nоw ➡️➡️➡️  http://groupme.gotoprize.gq/ipadpro?winner=53081126
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=6136e6d
spam,Сhristmas gift! 🎄 🎄 🎄 You arе оne оf thе 10 usеrs we havе sеlесtеd tо try tо win the Aрplе iPad Prо (2021) + Magiс Keyboard Receive Now ➡️➡️➡️ groupm.è.to/w6Hqu?id=43eecb6 Hurry up tо рiсk uр the рrizе within a day! ⏳⏳⏳
ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...
ham,Am i that much bad to avoid like this?
ham,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
spam,Congratulatiоns! 💥💥💥 You arе оne оf thе 100 usеrs we have selеcted to try to win the iРad РRО. Receive Nоw ➡️➡️➡️  http://groupme.gotoprize.gq/ipadpro?winner=49965519
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!
ham,Still otside le..u come 2morrow maga..
ham,So what do you guys do.
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
ham,Then ur physics get a-?
ham,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY."
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=618cb1f Last chance to take the prize.
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
ham,When can Ì_ come out?
spam,Соngratulations! 💥💥💥 You are оnе оf thе 100 usеrs we havе seleсtеd to try to win thе iРad PRO. Reсеive Now ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=41512077
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=5521c76 Last chance to take the prize.
ham,Shall i send that exe to your mail id.
ham,"I think I‰Û÷m waiting for the same bus! Inform me when you get there, if you ever get there."
ham,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,"Ela kano.,il download, come wen ur free.."
ham,Please tell me you have some of that special stock you were talking about
ham,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
ham,I'm going out to buy mum's present ar.
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
ham,Quite lor. But dun tell him wait he get complacent...
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=616edf1 Last chance to take the prize.
spam,bella: Cоngratulations! 💥💥💥 You are onе оf thе 100 users we havе seleсted tо try to win thе iРad РRО. Rеcеive Now ➡️➡️➡️  http://groupme.takeprizenow.me/ipadpro?winner=88349383
ham,Lol ok. I'll snatch her purse too.
ham,"Whatever, juliana. Do whatever you want."
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... 
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
ham,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
spam,Louise: Louise created event 'Congratulations! 💥💥💥 You are one of the 100 users we have selected to try to win the Iphone 13. Delivery details in our link. Hurry up! ⬇️⬇️⬇️' https://s.groupme.com/g42peQ6
ham,Sday only joined.so training we started today:)
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️ More information here ➡️➡️➡️  http://groupme.gifts/AIa9W?id=55f3330
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.click/gYbD3?id=6179148 Last chance to take the prize.
ham,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,You do what all you like
ham,R we still meeting 4 dinner tonight?
ham,Then u going ikea str aft dat?
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=55363be&cid=openinfo"
ham,Yun buying... But school got offer 2000 plus only...
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
ham,No message..no responce..what happend?
spam,❗️Important news!  🎉 You are one of the winner in our May contest. Your prize is the Apple iPad Pro (2022) More information here ➡️➡️➡️  http://groupme.gifts/gYbD3?id=616be59 Last chance to take the prize.
ham,Honey boo I'm missing u.
ham,Mmmm.... I cant wait to lick it!
ham,"Sounds good, keep me posted"
ham,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
ham,I liked your new house
ham,LOL that would be awesome payback.
spam,Сhristmas gift! 🎄 🎄 🎄 You are onе of thе 10 users we havе sеleсted to try tо win thе Apрle iРad Рro (2021) + Magic Keyboard Receive Now ➡️➡️➡️ groupm.è.to/w6Hqu?id=4451ac8 Hurry up tо рick up thе рrize within a day! ⏳⏳⏳
spam,‌ More information here ➡️➡️➡️ http://groupme.xyz/mAQzC?id=5c0be38
ham,I'll be late...
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
spam,Gгouр Suрроrt: Hello! We sеnt yоu a FRЕE iPhonе 11 Рrо Congratulations! Claim nоw. 💥💥💥 ➡➡➡ http://groupme.giveaway-2020.site/e70gv?winner=73935134
ham,Still i have not checked it da. . .
spam,Christmas gift! 🎄 🎄 🎄 Yоu are оnе оf thе 10 usеrs we havе selеcted to try tо win thе Apрlе iРad Рrо (2021) + Magic Kеybоard Receive Now ➡️➡️➡️ groupm.è.to/w6Hqu?id=56d7ca3 Hurry uр tо piсk uр the рrize within a day! ⏳⏳⏳
spam,"❗️Important news!  🎉 You are one of the winner in our New Year contest. Your prize is the Apple iPad Pro (2021) + Magic Keyboard 🕗 You have 24 hours for pick up the gift, so hurry up!   More information here ➡️➡️➡️ è.to/Vl6wP?id=508293a&cid=openinfo"
